tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-EMPLOYEE,Enterprise workforce master,v6_holdco_synthetic_pack,Chief People Officer,synthetic_demo,holdco/data-assets-integrations.csv,1,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-EMPLOYEE,Enterprise workforce master,Chief People Officer,Workday HCM and Finance,Workday to Azure Data Lakehouse to Power BI,HR|Finance|Security|ITSM,0.86,governed
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-GL,Corporate GL and cost-center actuals,v6_holdco_synthetic_pack,CFO,synthetic_demo,holdco/data-assets-integrations.csv,2,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-GL,Corporate GL and cost-center actuals,CFO,Oracle Fusion ERP,Oracle Fusion ERP to Azure Data Lakehouse,Finance|Tower|Portfolio Management,0.9,governed
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-CASH,Treasury cash position,v6_holdco_synthetic_pack,Treasurer,synthetic_demo,holdco/data-assets-integrations.csv,3,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-CASH,Treasury cash position,Treasurer,Kyriba Treasury,Kyriba to Oracle to Power BI,Treasury|CFO|Board reporting,0.82,watch
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-CONTRACTS,Contract obligations and renewals,v6_holdco_synthetic_pack,General Counsel,synthetic_demo,holdco/data-assets-integrations.csv,4,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-CONTRACTS,Contract obligations and renewals,General Counsel,Ironclad CLM,Ironclad to ServiceNow renewal watch,Legal|Procurement|Tower,0.63,data_thin
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-PORTFOLIO-KPI,Portfolio company KPI hub,v6_holdco_synthetic_pack,Chief Investment Officer,synthetic_demo,holdco/data-assets-integrations.csv,5,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-PORTFOLIO-KPI,Portfolio company KPI hub,Chief Investment Officer,Azure Data Lakehouse,opco source extracts to Lakehouse to board pack,Investments|Tower|Intelligence,0.74,watch
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-AI-REG,AI opportunity and risk registry,v6_holdco_synthetic_pack,VP Corporate Innovation IT and Data AI,synthetic_demo,holdco/data-assets-integrations.csv,6,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-AI-REG,AI opportunity and risk registry,VP Corporate Innovation IT and Data AI,AI Governance Registry,ServiceNow AI intake to Databricks and Power BI,Group CIO|CISO|Innovation IT,0.78,governed
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-NORTH-OPS,Northline warehouse and transportation facts,v6_holdco_synthetic_pack,Northline CIO,synthetic_demo,holdco/data-assets-integrations.csv,7,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-NORTH-OPS,Northline warehouse and transportation facts,Northline CIO,Northline WMS and TMS,WMS/TMS to Azure Data Lakehouse,Northline Ops|Group CIO|Tower,0.71,watch
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-CREST-MARGIN,Crestpoint project margin facts,v6_holdco_synthetic_pack,Crestpoint CIO,synthetic_demo,holdco/data-assets-integrations.csv,8,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-CREST-MARGIN,Crestpoint project margin facts,Crestpoint CIO,Crestpoint PSA,PSA to Salesforce to Power BI,Crestpoint CFO|Tower,0.69,watch
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-RIV-DEMAND,Riverton demand and commerce facts,v6_holdco_synthetic_pack,Riverton CIO,synthetic_demo,holdco/data-assets-integrations.csv,9,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-RIV-DEMAND,Riverton demand and commerce facts,Riverton CIO,Riverton Demand Planning and DTC Commerce,Commerce and planning extracts to Azure Data Lakehouse,Riverton Ops|Innovation IT|Tower,0.66,watch
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-ARB-SERVICE,Arborfield service execution facts,v6_holdco_synthetic_pack,Arborfield IT Director,synthetic_demo,holdco/data-assets-integrations.csv,10,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-ARB-SERVICE,Arborfield service execution facts,Arborfield IT Director,Arborfield Field Service,FSM to Billing Platform to Power BI,Arborfield COO|Tower,0.72,watch
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-WORKDAY,Workday HCM and Finance operational dataset,v6_holdco_synthetic_pack,Group CIO,synthetic_demo,holdco/data-assets-integrations.csv,11,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-WORKDAY,Workday HCM and Finance operational dataset,Group CIO,Workday HCM and Finance,Workday HCM and Finance to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Group CIO,0.78,governed
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-ORACLE,Oracle Fusion ERP operational dataset,v6_holdco_synthetic_pack,VP Corporate Platforms,synthetic_demo,holdco/data-assets-integrations.csv,12,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-ORACLE,Oracle Fusion ERP operational dataset,VP Corporate Platforms,Oracle Fusion ERP,Oracle Fusion ERP to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|VP Corporate Platforms,0.78,governed
lakeshore-industries,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-KYRIBA,Kyriba Treasury operational dataset,v6_holdco_synthetic_pack,Treasurer,synthetic_demo,holdco/data-assets-integrations.csv,13,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-KYRIBA,Kyriba Treasury operational dataset,Treasurer,Kyriba Treasury,Kyriba Treasury to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Treasurer,0.78,governed
