tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,process,process_owner,severity,status,control,affected_systems,business_impact
apex-retail,Retail Demo,v6.0,operations_risk_control,APX-OPS-001,POS availability,v4_synthetic_pack,VP Store Technology,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,2,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:severity_missing|data_thin:control_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,POS availability,VP Store Technology,data_thin:severity_missing,attention,data_thin:control_missing,POS availability,92
apex-retail,Retail Demo,v6.0,operations_risk_control,APX-OPS-002,Ecommerce checkout,v4_synthetic_pack,SVP Digital Engineering,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,3,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:severity_missing|data_thin:control_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,Ecommerce checkout,SVP Digital Engineering,data_thin:severity_missing,normal,data_thin:control_missing,Ecommerce checkout,93
apex-retail,Retail Demo,v6.0,operations_risk_control,APX-OPS-003,OMS order flow,v4_synthetic_pack,VP Merch Tech,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,4,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:severity_missing|data_thin:control_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,OMS order flow,VP Merch Tech,data_thin:severity_missing,normal,data_thin:control_missing,OMS order flow,94
apex-retail,Retail Demo,v6.0,operations_risk_control,APX-OPS-004,Warehouse pick,v4_synthetic_pack,VP Supply Chain Tech,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,5,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:severity_missing|data_thin:control_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,Warehouse pick,VP Supply Chain Tech,data_thin:severity_missing,normal,data_thin:control_missing,Warehouse pick,95
apex-retail,Retail Demo,v6.0,operations_risk_control,APX-OPS-005,Store support,v4_synthetic_pack,VP Customer Platforms,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,6,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:severity_missing|data_thin:control_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,Store support,VP Customer Platforms,data_thin:severity_missing,attention,data_thin:control_missing,Store support,96
apex-retail,Retail Demo,v6.0,operations_risk_control,APX-OPS-006,Shrink investigation,v4_synthetic_pack,VP ERP,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,7,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:severity_missing|data_thin:control_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,Shrink investigation,VP ERP,data_thin:severity_missing,normal,data_thin:control_missing,Shrink investigation,97
apex-retail,Retail Demo,v6.0,operations_risk_control,APX-OPS-007,POS availability,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,8,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:severity_missing|data_thin:control_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,POS availability,Chief Data Officer,data_thin:severity_missing,normal,data_thin:control_missing,POS availability,98
apex-retail,Retail Demo,v6.0,operations_risk_control,APX-OPS-008,Ecommerce checkout,v4_synthetic_pack,VP Cloud Platform,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,9,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:severity_missing|data_thin:control_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,Ecommerce checkout,VP Cloud Platform,data_thin:severity_missing,normal,data_thin:control_missing,Ecommerce checkout,99
apex-retail,Retail Demo,v6.0,operations_risk_control,APX-OPS-009,OMS order flow,v4_synthetic_pack,CISO,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,10,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:severity_missing|data_thin:control_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,OMS order flow,CISO,data_thin:severity_missing,attention,data_thin:control_missing,OMS order flow,92
apex-retail,Retail Demo,v6.0,operations_risk_control,APX-OPS-010,Warehouse pick,v4_synthetic_pack,VP IT Operations,synthetic_demo,family-5-execution-operations/F14_operations-service-management.csv,11,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence|Moves,risk|control|readiness|operations|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:severity_missing|data_thin:control_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,Warehouse pick,VP IT Operations,data_thin:severity_missing,normal,data_thin:control_missing,Warehouse pick,93
