tenant_key,dataset_version,contract_id,vendor_id,evidence_file_id,file_name,source_system_family,normalized_evidence_classes,row_grain,refresh_frequency,expected_client_owner,collection_instruction,privacy_instruction,signoff_required
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-SALESFORCE,EVID-CTR-090-01,contract_overview.csv,CLM,contract_term,one row per contract,On amendment or renewal,Vendor management / legal operations,Export one row per contract for Salesforce Data Platform Agreement 3; include contract_id CTR-090; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-SALESFORCE,EVID-CTR-090-02,contract_pricing_schedule.csv,CLM,rate_card contract_term scope,one row per SKU/service/rate line,On amendment renewal or SOW,Vendor management / legal operations,Export one row per SKU/service/rate line for Salesforce Data Platform Agreement 3; include contract_id CTR-090; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-SALESFORCE,EVID-CTR-090-03,invoice_lines.csv,ERP/AP,invoice payment rate_card,one row per invoice line,Monthly,Procurement operations / AP,Export one row per invoice line for Salesforce Data Platform Agreement 3; include contract_id CTR-090; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-SALESFORCE,EVID-CTR-090-04,po_contract_match.csv,P2P,payment contract_term,one row per PO line,Monthly,Procurement operations / AP,Export one row per PO line for Salesforce Data Platform Agreement 3; include contract_id CTR-090; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-SALESFORCE,EVID-CTR-090-05,usage_entitlement_monthly.csv,Admin exports/cloud billing,usage cloud_consumption workforce,monthly by SKU,Monthly,Service owner / platform admin,Export monthly by SKU for Salesforce Data Platform Agreement 3; include contract_id CTR-090; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-SALESFORCE,EVID-CTR-090-06,sla_incident_service_credit_monthly.csv,ITSM/SLA,sla service_credit,monthly by SLA service,Monthly,Service owner / platform admin,Export monthly by SLA service for Salesforce Data Platform Agreement 3; include contract_id CTR-090; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-SALESFORCE,EVID-CTR-090-07,rate_card_variance.csv,VMS/CLM/AP,rate_card workforce,one row per role/location/rate,Monthly or on amendment,Service owner / platform admin,Export one row per role/location/rate for Salesforce Data Platform Agreement 3; include contract_id CTR-090; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-SALESFORCE,EVID-CTR-090-08,renewal_negotiation_history.csv,Sourcing/CLM,renewal benchmark supplier_offer,one row per quote/concession/decision,Event-driven,Sourcing / Finance,Export one row per quote/concession/decision for Salesforce Data Platform Agreement 3; include contract_id CTR-090; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-SALESFORCE,EVID-CTR-090-09,finance_value_confirmation.csv,Finance,finance_value_confirmation approved_agreement,one row per finance-approved claim,Monthly then quarterly,Sourcing / Finance,Export one row per finance-approved claim for Salesforce Data Platform Agreement 3; include contract_id CTR-090; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-SALESFORCE,EVID-CTR-090-10,contract_application_scope.csv,CMDB/CLM,scope contract_term,one row per app/function relation,Monthly or on change,Sourcing / Finance,Export one row per app/function relation for Salesforce Data Platform Agreement 3; include contract_id CTR-090; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-MICROSOFT,EVID-CTR-061-01,contract_overview.csv,CLM,contract_term,one row per contract,On amendment or renewal,Vendor management / legal operations,Export one row per contract for Microsoft Cloud Platform Agreement 2; include contract_id CTR-061; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-MICROSOFT,EVID-CTR-061-02,contract_pricing_schedule.csv,CLM,rate_card contract_term scope,one row per SKU/service/rate line,On amendment renewal or SOW,Vendor management / legal operations,Export one row per SKU/service/rate line for Microsoft Cloud Platform Agreement 2; include contract_id CTR-061; preserve source record ids and dates.,"No employee names, personal email, phone numbers, or employee IDs. Use role refs and owner roles.",Yes - business owner plus source-system owner before load
