tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,org_unit_id,org_unit_name,leader_role,reports_to_role,decision_rights,owned_systems,owned_processes
meridian-health,Healthcare Demo,v6.0,org_ownership,MER-IT-001,Office of CDIO,v4_synthetic_pack,Chief Digital & Information Officer,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-IT-001,Office of CDIO,Chief Digital & Information Officer,data_thin:reports_to_role_missing,technology_leadership,technology_leadership,technology_leadership
meridian-health,Healthcare Demo,v6.0,org_ownership,MER-IT-002,Epic and Clinical Systems,v4_synthetic_pack,VP Clinical Platforms,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,data_thin:reports_to_role_missing,ehr,ehr,ehr
meridian-health,Healthcare Demo,v6.0,org_ownership,MER-IT-003,Health Plan Core and Claims Platforms,v4_synthetic_pack,VP Health Plan Technology,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,data_thin:reports_to_role_missing,payer_core,payer_core,payer_core
meridian-health,Healthcare Demo,v6.0,org_ownership,MER-IT-004,Data Platform Migration Office,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-IT-004,Data Platform Migration Office,Chief Data Officer,data_thin:reports_to_role_missing,databricks_aws_lakehouse,databricks_aws_lakehouse,databricks_aws_lakehouse
meridian-health,Healthcare Demo,v6.0,org_ownership,MER-IT-005,Integration and Interoperability,v4_synthetic_pack,VP Integration,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-IT-005,Integration and Interoperability,VP Integration,data_thin:reports_to_role_missing,hl7_fhir_edi_api,hl7_fhir_edi_api,hl7_fhir_edi_api
meridian-health,Healthcare Demo,v6.0,org_ownership,MER-IT-006,Contact Center and CRM Platforms,v4_synthetic_pack,VP Patient Experience Tech,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-IT-006,Contact Center and CRM Platforms,VP Patient Experience Tech,data_thin:reports_to_role_missing,contact_center_crm,contact_center_crm,contact_center_crm
meridian-health,Healthcare Demo,v6.0,org_ownership,MER-IT-007,"Finance, ERP and Reporting",v4_synthetic_pack,VP Corporate Systems,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-IT-007,"Finance, ERP and Reporting",VP Corporate Systems,data_thin:reports_to_role_missing,erp_finance,erp_finance,erp_finance
meridian-health,Healthcare Demo,v6.0,org_ownership,MER-IT-008,"Security, Privacy and Resilience",v4_synthetic_pack,CISO,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-IT-008,"Security, Privacy and Resilience",CISO,data_thin:reports_to_role_missing,cyber_privacy,cyber_privacy,cyber_privacy
meridian-health,Healthcare Demo,v6.0,org_ownership,MER-IT-009,Cloud and Infrastructure,v4_synthetic_pack,VP Infrastructure,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-IT-009,Cloud and Infrastructure,VP Infrastructure,data_thin:reports_to_role_missing,aws_network_datacenter,aws_network_datacenter,aws_network_datacenter
meridian-health,Healthcare Demo,v6.0,org_ownership,MER-IT-010,ServiceNow and IT Operations,v4_synthetic_pack,VP IT Operations,synthetic_demo,family-1-enterprise-operating-model/F03_it-org-ownership.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves|Source,ownership|decision_rights|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:reports_to_role_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MER-IT-010,ServiceNow and IT Operations,VP IT Operations,data_thin:reports_to_role_missing,itsm_observability,itsm_observability,itsm_observability
