tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,metric_id,metric_name,metric_definition,calculation_basis,unit_of_measure,metric_owner,metric_claim_level
meridian-health,Meridian Health,v6.0,metric_definition,MERIDIANHEALTH-MET-0001,Meridian Health benefit realization against committed value metric 1,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-MET-0001,Meridian Health benefit realization against committed value metric 1,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,usd,CFO,operational
meridian-health,Meridian Health,v6.0,metric_definition,MERIDIANHEALTH-MET-0002,Meridian Health elapsed time for target process metric 2,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-MET-0002,Meridian Health elapsed time for target process metric 2,Tracks elapsed time for target process for the priority transformation portfolio.,percent,percent,COO,operational
meridian-health,Meridian Health,v6.0,metric_definition,MERIDIANHEALTH-MET-0003,Meridian Health open control and governance pressure metric 3,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-MET-0003,Meridian Health open control and governance pressure metric 3,Tracks open control and governance pressure for the priority transformation portfolio.,percent,percent,CRO,operational
meridian-health,Meridian Health,v6.0,metric_definition,MERIDIANHEALTH-MET-0004,Meridian Health active usage of changed workflow metric 4,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-MET-0004,Meridian Health active usage of changed workflow metric 4,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,usd,CIO,operational
meridian-health,Meridian Health,v6.0,metric_definition,MERIDIANHEALTH-MET-0005,Meridian Health unit cost across served population or customer journey metric 5,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-MET-0005,Meridian Health unit cost across served population or customer journey metric 5,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,percent,CFO,operational
meridian-health,Meridian Health,v6.0,metric_definition,MERIDIANHEALTH-MET-0006,Meridian Health benefit realization against committed value metric 6,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-MET-0006,Meridian Health benefit realization against committed value metric 6,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,percent,CFO,operational
meridian-health,Meridian Health,v6.0,metric_definition,MERIDIANHEALTH-MET-0007,Meridian Health elapsed time for target process metric 7,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-MET-0007,Meridian Health elapsed time for target process metric 7,Tracks elapsed time for target process for the priority transformation portfolio.,usd,usd,COO,operational
meridian-health,Meridian Health,v6.0,metric_definition,MERIDIANHEALTH-MET-0008,Meridian Health open control and governance pressure metric 8,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-MET-0008,Meridian Health open control and governance pressure metric 8,Tracks open control and governance pressure for the priority transformation portfolio.,percent,percent,CRO,operational
meridian-health,Meridian Health,v6.0,metric_definition,MERIDIANHEALTH-MET-0009,Meridian Health active usage of changed workflow metric 9,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-MET-0009,Meridian Health active usage of changed workflow metric 9,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,percent,CIO,operational
meridian-health,Meridian Health,v6.0,metric_definition,MERIDIANHEALTH-MET-0010,Meridian Health unit cost across served population or customer journey metric 10,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O01_business-metrics.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,metric_definition|proxy_value|board_grade_boundary|gap,board_grade_claim_from_proxy_metric,data_thin:source_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-MET-0010,Meridian Health unit cost across served population or customer journey metric 10,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,usd,CFO,operational
